index,text,paraphrased_text
1906,he saw the monkeys for varying belly hello found that ,['He found that the monkeys had different bellies.']
1907,the monkeys for imitating him so he started throwing his ,['The monkeys were imitating him so he started throwing.']
1908,cap down and the monkeys did so the capseller collected ,['The monkeys did so the capseller collected.']
1909,all the caps put them back in his basket and ,['He put them back in his basket.']
1910,went away happily run so tofu we should deal with ,['Tofu should be dealt with since went away happily.']
1911,cleverness in such situations because we stem helps during difficult ,['Stem helps during difficult situations because of cleverness.']
1912,times i understand slow and steady wins the race slow ,['I understand when the race is slow.']
1913,and steady wins the race what happened to food what ,['What happened to food?']
1914,is it that you are thinking pst a i am ,['Is it that you are thinking?']
1915,not able to understand how can a person when the ,['Not able to comprehend how a person can do something.']
1916,race if he slow and yet study there is a ,['If he slows and then studies there is a race.']
1917,very famous story behind this should i tell you that ,['There is a very famous story behind this.']
1918,first sure the hare and the tortoise long ago in ,['The hare and the tortoise have been there for a long time.']
1919,a forest a small get together of animals was taking ,['A group of animals are in a forest.']
1920,place you know what i can beat anyone in this ,['I can beat anyone in this.']
1921,forest no but i can beat me in a race ,['I can beat you in a race.']
1922,yes i have seen him running i bet he can ,['I bet he can run.']
1923,beat anyone in this forest suddenly from the crowd they ,['They beat anyone in this forest from the crowd.']
1924,hear somebody laughing you think you can beat me in ,['You think you can beat me?']
1925,a race i may not disagree with you or mr ,['I may not agree with you or Mr.']
1926,her but i might not deny that i have no ,['I might not deny that.']
1927,fear of competing with you oh really so let's have ,"[""Let's have fear of competing with each other.""]"
1928,a race and let's see who wins so one fine ,"[""Let's see who wins the race.""]"
1929,sunny day all the animals gathered for the race everybody ,['The animals are gathered for a race.']
1930,was sure that the hair is gonna be a clear ,['Was certain that the hair would be clear.']
1931,cut winner may the best man win and balance set ,['The best man may win.']
1932,the hair proudly ha ha ha ha ha ha ha ,['The hair is proud of it.']
1933,ha ha ha now let's go old man i'll beat ,"[""Let's go old man, I'll beat you.""]"
1934,you in a second the hair run so fast that ,"[""The hair runs so fast that you can't stop it.""]"
1935,all the things on the path go for a spin ,['Everything on the path goes for a spin.']
1936,on the other hand the dog toys is running too ,['The dog toys are running too.']
1937,but at such a piece that even snails could pass ,['Even snails could pass that piece.']
1938,by him easily suddenly the hair stops and looks behind ,['Suddenly the hair stops and looks behind him.']
1939,backdoor toys is gonna take ages to reach this point ,['It will take a long time to reach this point.']
1940,so let's just stop here and take some rest by ,"[""Let's stop here and take a break.""]"
1941,the time he reaches here i would get good rest ,['I would get good rest when he reaches here.']
1942,and then cover him up in a blink of a ,"['In a second, cover him up.']"
1943,second in the meanwhile the toys slowly and steadily reaches ,['The toys slowly and steadily reach second.']
1944,the point where the hair is fast asleep keep quiet ,['Keep quiet at the point where the hair is fast asleep.']
1945,sleep tiptoes past the girl and her is all ignorant ,['The girl is all ignorant.']
1946,of this car suddenly the her can't stop by the ,"[""The car can't stop in time.""]"
1947,rose of the crowd cheering up the dark toys go ,['The dark toys were cheered up by the crowd.']
1948,to toys go go to toys how's that possible i ,['How can I get toys to go to toys?']
1949,kept on sleeping for so long that cooked or choices ,['It was kept on sleeping for a long time.']
1950,about to finish the risk he runs and runs and ,['He is about to finish the risk.']
1951,runs back to his disappointment that are toys just manages ,['He runs back to his disappointment.']
1952,to finish the race before he could in the story ,['He should finish the race before the story starts.']
1953,the hair was so full of himself she was over ,['She was over with the hair.']
1954,confident that he would surely beat the toys in the ,['He was confident that he would beat the toys.']
1955,race because he is faster than that poor being in ,['He is faster than that poor person.']
1956,every other way but but the hair under estimated that ,['The hair is under estimated.']
1957,are toys and succumb did his own fake overconfidence yes ,['He did his own fake overconfidence.']
1958,and that's why only a person who thinks calmly and ,['Only a person who thinks calmly.']
1959,it's not over confident of himself wins the race in ,"[""It's not over confident of him winning the race.""]"
1960,every sphere of life proud people can't survive for long ,"[""People who are proud can't survive for long.""]"
1961,well odia i'm feeling scared would we be able to ,['Would we be able to?']
1962,reach at camp yes one morning she was walking in ,['She was walking in the morning.']
1963,the forest and lost her way she saw a friendly ,['She lost her way in the forest and saw a friendly person.']
1964,cottage wow she knocked on the door but nobody was ,['She knocked on the door but nobody answered.']
1965,there she went inside the friendly cottage belong to 3 ,['She went inside the cottage.']
1966,bears goldilocks was very hungry she saw 3 bowls of ,['She saw 3 bowls of food.']
1967,porridge on the table first she tried a spoonful from ,['She tried a spoon from the table.']
1968,daddy bears big bone this porridge is too hot next ,['This is too hot for daddy next.']
1969,she tried from mamma bears medium bowl storage is also ,['She tried from mamma bears medium bowl storage.']
1970,too hot finally she tried from baby bears small bowl ,['She tried from a small bowl.']
1971,this barrage is just right and she ate the whole ,['She ate the whole.']
1972,bowl no goldilocks with tired she saw 3 chairs kept ,['She saw 3 chairs kept and no goldilocks.']
